,姓名,性别,民族,出生日期(YYYY-MM-DD),籍贯省,籍贯市,籍贯县/区,最高学历,党派信息,现状,军队,开除党籍,查处/罢黜原因,查处/罢黜原因备注,是否复出,查处/罢黜时间,最初查处单位,是否起诉,起诉罪名,涉案金额,一审时间,审理地点（一级地区关键词）,审理地点（二级地区关键词）,一审判决,是否上诉,二审时间,二审判决
3711,郑必坚,男,汉族,01/05/1932,四川省,自贡市,富顺县,本科,01/09/1952,退休,,,,,,,,,,,,,,,,,
3712,郑万通,男,汉族,01/05/1941,天津市,,,专科,01/08/1960,退休,,,,,,,,,,,,,,,,,
3713,周光召,男,汉族,01/05/1929,湖南省,长沙市,,硕士,01/06/1952,退休,,,,,,,,,,,,,,,,,
3714,周坤仁,男,汉族,01/09/1937,江苏省,镇江市,丹阳市,专科,01/05/1960,退休,1,,,,,,,,,,,,,,,,
3715,周生贤,男,汉族,01/12/1949,宁夏回族自治区,吴忠市,,硕士,01/11/1972,在职,,,,,,,,,,,,,,,,,
3716,周小川,男,汉族,01/01/1948,江苏省,无锡市,宜兴市,博士,01/03/1986,在职,,,,,,,,,,,,,,,,,
3717,周遇奇,男,汉族,01/08/1944,湖南省,长沙市,宁乡县,本科,01/01/1970,退休,1,,,,,,,,,,,,,,,,
3718,周正庆,男,汉族,01/02/1935,安徽省,滁州市,天长市,本科,01/02/1956,退休,,,,,,,,,,,,,,,,,
3719,周子玉,男,汉族,01/11/1935,河北省,衡水市,故城县,专科,01/06/1955,退休,1,,,,,,,,,,,,,,,,
3720,朱成友,男,汉族,01/04/1941,辽宁省,丹东市,,专科,01/02/1961,退休,1,,,,,,,,,,,,,,,,
3721,朱发忠,男,汉族,01/05/1948,甘肃省,白银市,靖远县,专科,01/04/1971,退休,1,,,,,,,,,,,,,,,,
3722,朱丽兰,女,汉族,01/08/1935,浙江省,湖州市,,博士,01/06/1956,退休,,,,,,,,,,,,,,,,,
3723,朱启,男,汉族,01/05/1942,云南省,大理白族自治州,祥云县,本科,01/08/1961,退休,1,,,,,,,,,,,,,,,,
3724,朱文泉,男,汉族,01/10/1942,江苏省,盐城市,滨海县,本科,01/05/1964,退休,1,,,,,,,,,,,,,,,,
3725,朱育理,男,汉族,01/02/1934,江苏省,南通市,如皋市,本科,01/07/1952,退休,,,,,,,,,,,,,,,,,
3726,朱之鑫,男,汉族,01/03/1949,浙江省,嘉兴市,,硕士,01/05/1974,退休,,,,,,,,,,,,,,,,,
3727,朱祖良,男,汉族,01/02/1945,江苏省,无锡市,,本科,01/11/1965,退休,,,,,,,,,,,,,,,,,
3728,马馼,女,汉族,01/07/1948,河北省,沧州市,吴桥县,本科,01/08/1972,在职,,,,,,,,,,,,,,,,,
3729,王毅,男,汉族,01/10/1953,北京市,,,博士,01/04/1977,在职,,,,,,,,,,,,,,,,,
3730,王国生(1947),男,汉族,01/02/1947,吉林省,白城市,大安市,专科,01/02/1968,退休,1,,,,,,,,,,,,,,,,
3731,王喜斌,男,汉族,01/02/1948,黑龙江省,牡丹江市,宁安市,专科,,退休,1,,,,,,,,,,,,,,,,
3732,尹蔚民,男,汉族,01/01/1953,河北省,石家庄市,灵寿县,硕士,01/02/1973,在职,,,,,,,,,,,,,,,,,
3733,邓楠,女,汉族,01/10/1945,四川省,广安市,,本科,01/10/1978,退休,,,,,,,,,,,,,,,,,
3734,朱维群,男,汉族,01/03/1947,江苏省,盐城市,建湖县,硕士,01/07/1970,在职,,,,,,,,,,,,,,,,,
3735,刘源,男,汉族,01/06/1951,湖南省,长沙市,宁乡县,本科,01/06/1982,在职,1,,,,,,,,,,,,,,,,
3736,刘成军,男,汉族,01/11/1949,山东省,菏泽市,成武县,不详,01/11/1969,在职,1,,,,,,,,,,,,,,,,
3737,刘晓江,男,汉族,01/12/1949,江西省,吉安市,,硕士,01/11/1971,在职,1,,,,,,,,,,,,,,,,
3738,刘家义,男,汉族,01/08/1956,重庆市,开县,,博士,01/08/1976,在职,,,,,,,,,,,,,,,,,
3739,孙大发,男,汉族,01/11/1945,安徽省,六安市,金寨县,不详,01/02/1968,在职,1,,,,,,,,,,,,,,,,
3740,孙晓群,男,汉族,10/07/1944,河北省,保定市,定州市,本科,01/12/1973,在职,,,,,,,,,,,,,,,,,
3741,李长才,男,汉族,01/01/1949,安徽省,合肥市,,不详,,在职,1,,,,,,,,,,,,,,,,
3742,李世明,男,汉族,01/12/1948,四川省,绵阳市,,不详,01/12/1968,退休,1,,,,,,,,,,,,,,,,
3743,李海峰,女,汉族,01/02/1949,河北省,唐山市,乐亭县,硕士,01/04/1970,在职,,,,,,,,,,,,,,,,,
3744,杨衍银,女,汉族,01/12/1947,山东省,泰安市,新泰市,硕士,01/07/1971,在职,,,,,,,,,,,,,,,,,
3745,吴胜利,男,汉族,01/08/1945,河北省,沧州市,吴桥县,本科,01/08/1964,在职,1,,,,,,,,,,,,,,,,
3746,张阳,男,汉族,01/08/1951,河北省,衡水市,武强县,本科,01/05/1969,在职,1,,,,,,,,,,,,,,,,
3747,张又侠,男,汉族,01/07/1950,陕西省,渭南市,,不详,01/08/1969,在职,1,,,,,,,,,,,,,,,,
3748,张海阳,男,汉族,01/07/1949,湖南省,岳阳市,平江县,不详,01/11/1969,在职,1,,,,,,,,,,,,,,,,
3749,陈国令,男,汉族,01/06/1947,辽宁省,大连市,庄河市,不详,01/02/1968,在职,1,,,,,,,,,,,,,,,,
3750,房峰辉,男,汉族,01/04/1951,陕西省,咸阳市,彬县,不详,,在职,1,,,,,,,,,,,,,,,,
3751,赵克石,男,汉族,01/11/1947,河北省,保定市,高阳县,专科,01/08/1969,在职,1,,,,,,,,,,,,,,,,
3752,姜伟新,男,汉族,01/01/1949,黑龙江省,齐齐哈尔市,富裕县,本科,01/12/1969,退休,,,,,,,,,,,,,,,,,
3753,耿惠昌,男,汉族,01/11/1951,河北省,,,本科,,在职,,,,,,,,,,,,,,,,,
3754,徐绍史,男,汉族,01/10/1951,浙江省,宁波市,,硕士,01/12/1974,在职,,,,,,,,,,,,,,,,,
3755,高强,男,汉族,01/08/1944,河北省,沧州市,盐山县,本科,01/07/1978,退休,,,,,,,,,,,,,,,,,
3756,黄献中,男,汉族,01/12/1945,山东省,菏泽市,单县,本科,01/05/1965,退休,1,,,,,,,,,,,,,,,,
3757,盛光祖,男,汉族,01/04/1949,江苏省,南京市,江宁区,本科,,在职,,,,,,,,,,,,,,,,,
3758,康日新,男,汉族,01/08/1953,山西省,大同市,,本科,01/12/1982,立案查处,,是,贪污腐败,,否,05/08/2009,中纪委,是,受贿罪,人民币660万余元,19/11/2010,北京市,,无期徒刑,否,,
3759,章沁生,男,汉族,01/05/1948,山西省,吕梁市,孝义市,不详,01/06/1970,在职,1,,,,,,,,,,,,,,,,
3760,彭小枫,男,汉族,01/02/1945,河南省,南阳市,镇坪县,硕士,01/12/1965,退休,1,,,,,,,,,,,,,,,,
3761,董贵山,男,汉族,01/07/1946,河南省,驻马店市,西平县,专科,01/01/1966,退休,1,,,,,,,,,,,,,,,,
3762,童世平,男,汉族,01/07/1947,上海市,,,本科,01/06/1966,退休,1,,,,,,,,,,,,,,,,
3763,蔡武,男,汉族,01/10/1949,甘肃省,兰州市,,博士,01/01/1973,在职,,,,,,,,,,,,,,,,,
3764,王新宪,男,汉族,01/11/1954,山西省,长治市,沁县,硕士,01/10/1975,在职,,,,,,,,,,,,,,,,,
3765,王建平,男,汉族,01/12/1953,河北省,石家庄市,赞皇县,本科,,立案查处,1,是,贪污腐败,,否,29/12/2016,军事检察院,,,,,,,,,,
3766,符跃兰,女,黎族,01/09/1953,海南省,白沙黎族自治县,,本科,01/06/1974,在职,,,,,,,,,,,,,,,,,
3767,王光亚,男,汉族,01/03/1950,江苏省,盐城市,阜宁县,硕士,01/06/1972,在职,,,,,,,,,,,,,,,,,
3768,赵宪庚,男,汉族,01/11/1953,山西省,忻州市,,博士,,在职,,,,,,,,,,,,,,,,,
3769,刘振起,男,汉族,01/05/1946,河北省,沧州市,黄骅市,本科,01/04/1966,退休,1,,,,,,,,,,,,,,,,
3770,孙建国(1952),男,汉族,01/02/1952,河北省,沧州市,吴桥县,本科,01/09/1968,在职,1,,,,,,,,,,,,,,,,
3771,李买富,男,汉族,01/09/1946,山西省,晋城市,沁水县,不详,01/09/1965,退休,1,,,,,,,,,,,,,,,,
3772,林军,男,汉族,01/08/1949,福建省,泉州市,安溪县,不详,,在职,,,,,,,,,,,,,,,,,
3773,魏凤和,男,汉族,01/02/1954,山东省,聊城市,茌平县,硕士,01/01/1972,在职,1,,,,,,,,,,,,,,,,
3774,王伟光,男,汉族,01/02/1950,山东省,威海市,乳山市,博士,01/11/1972,在职,,,,,,,,,,,,,,,,,
3775,艾虎生,男,汉族,01/10/1951,河南省,许昌市,禹州市,硕士,,退休,1,,,,,,,,,,,,,,,,
3776,刘振来,男,回族,01/10/1949,北京市,,,不详,01/10/1968,退休,1,,,,,,,,,,,,,,,,
3777,苏士亮,男,汉族,01/09/1950,山东省,潍坊市,青州市,不详,01/04/1969,在职,1,,,,,,,,,,,,,,,,
3778,秦银河,男,汉族,01/06/1951,河南省,平顶山市,宝丰县,本科,,退休,1,,,,,,,,,,,,,,,,
3779,徐一天,男,汉族,01/11/1947,浙江省,宁波市,,本科,,退休,1,,,,,,,,,,,,,,,,
3780,张耕,男,汉族,01/09/1944,陕西省,西安市,蓝田县,硕士,01/09/1979,退休,,,,,,,,,,,,,,,,,
3781,张基尧,男,汉族,01/05/1945,山东省,济南市,,本科,01/12/1979,退休,,,,,,,,,,,,,,,,,
3782,胡振民,男,汉族,01/04/1946,河北省,,,本科,,退休,,,,,,,,,,,,,,,,,
3783,徐乐江,男,汉族,01/02/1959,山东省,泰安市,新泰市,本科,,在职,,,,,,,,,,,,,,,,,
3784,徐粉林,男,汉族,01/07/1953,江苏省,常州市,金坛区,本科,,在职,1,,,,,,,,,,,,,,,,
3785,王玉普,男,汉族,01/10/1956,辽宁省,沈阳市,,博士,01/03/1985,在职,,,,,,,,,,,,,,,,,
3786,李金城,男,汉族,01/10/1963,安徽省,,,本科,,在职,,,,,,,,,,,,,,,,,
3787,肖钢,男,汉族,01/08/1958,江西省,吉安市,,硕士,,在职,,,,,,,,,,,,,,,,,
3788,肖亚庆,男,汉族,01/06/1959,北京市,,,本科,01/12/1981,在职,,,,,,,,,,,,,,,,,
3789,张仕波,男,汉族,01/02/1952,浙江省,绍兴市,诸暨市,不详,,在职,1,,,,,,,,,,,,,,,,
3790,张晓刚,男,汉族,01/12/1954,辽宁省,辽阳市,,博士,01/03/1973,在职,,,,,,,,,,,,,,,,,
3791,金壮龙,男,汉族,01/03/1964,浙江省,舟山市,,博士,01/05/1984,在职,,,,,,,,,,,,,,,,,
3792,胡晓炼,女,汉族,01/08/1958,湖北省,随州市,广水市,不详,,在职,,,,,,,,,,,,,,,,,
3793,多吉,男,藏族,01/12/1952,西藏自治区,山南地区,加查县,本科,01/01/1996,在职,,,,,,,,,,,,,,,,,
3794,冷溶,男,汉族,01/08/1953,山东省,青岛市,平度市,本科,01/05/1983,在职,,,,,,,,,,,,,,,,,
3795,谢和平,男,汉族,01/01/1956,湖南省,娄底市,双峰县,博士,01/10/1986,在职,,,,,,,,,,,,,,,,,
3796,杨利伟,男,汉族,01/06/1965,辽宁省,葫芦岛市,绥中县,博士,01/06/1988,在职,1,,,,,,,,,,,,,,,,
3797,项俊波,男,汉族,01/01/1957,重庆市,,,博士,,在职,,,,,,,,,,,,,,,,,
3798,詹文龙,男,汉族,01/10/1955,福建省,厦门市,,本科,01/09/1981,在职,,,,,,,,,,,,,,,,,
3799,张杰(1958),男,汉族,01/01/1958,山西省,太原市,,博士,01/01/1985,在职,,,,,,,,,,,,,,,,,
3800,陈左宁,女,汉族,01/10/1957,北京市,,,硕士,,在职,,,,,,,,,,,,,,,,,
3801,褚益民,男,汉族,01/07/1953,江苏省,南通市,如皋市,不详,01/12/1973,在职,1,,,,,,,,,,,,,,,,
3802,蔡英挺,男,汉族,01/04/1954,福建省,泉州市,晋江市,不详,,在职,1,,,,,,,,,,,,,,,,
3803,曹清,男,汉族,01/12/1952,河北省,石家庄市,平山县,本科,,在职,1,,,,,,,,,,,,,,,,
3804,焦焕成,男,汉族,01/10/1949,山西省,晋中市,昔阳县,硕士,01/10/1969,退休,,,,,,,,,,,,,,,,,
3805,董万才,男,汉族,01/08/1947,安徽省,合肥市,肥西县,硕士,01/06/1976,退休,1,,,,,,,,,,,,,,,,
3806,蔡振华,男,汉族,01/09/1961,江苏省,无锡市,,不详,01/06/1997,在职,,,,,,,,,,,,,,,,,
3807,王晓初,男,汉族,01/06/1958,山东省,威海市,荣成市,博士,,在职,,,,,,,,,,,,,,,,,
3808,楼继伟,男,汉族,01/12/1950,浙江省,金华市,义乌市,硕士,01/03/1973,在职,,,,,,,,,,,,,,,,,
3809,刘振亚,男,汉族,01/08/1952,山东省,临沂市,郯城县,硕士,01/06/1984,在职,,,,,,,,,,,,,,,,,
3810,贾廷安,男,汉族,01/09/1952,河南省,平顶山市,叶县,本科,,在职,1,,,,,,,,,,,,,,,,
3811,王勇(1955),男,汉族,01/12/1955,辽宁省,营口市,盖州市,硕士,01/08/1974,在职,,,,,,,,,,,,,,,,,
3812,王志刚(1957),男,汉族,01/10/1957,安徽省,滁州市,定远县,本科,01/12/1986,在职,,,,,,,,,,,,,,,,,
3813,王洪尧,男,汉族,01/11/1951,山东省,济宁市,,硕士,,在职,1,,,,,,,,,,,,,,,,
3814,王冠中,男,汉族,01/02/1953,黑龙江省,绥化市,肇东市,硕士,01/07/1974,在职,1,,,,,,,,,,,,,,,,
3815,王教成,男,汉族,01/06/1952,安徽省,滁州市,来安县,不详,,在职,1,,,,,,,,,,,,,,,,
3816,田中,男,汉族,01/12/1956,河北省,沧州市,黄骅市,不详,01/12/1976,在职,1,,,,,,,,,,,,,,,,
3817,朱福熙,男,汉族,01/06/1955,浙江省,台州市,临海市,不详,,在职,1,,,,,,,,,,,,,,,,
3818,刘鹤,男,汉族,01/06/1952,北京市,,,硕士,01/06/1974,在职,,,,,,,,,,,,,,,,,
3819,刘亚洲,男,汉族,19/10/1952,浙江省,宁波市,,本科,01/11/1970,在职,1,,,,,,,,,,,,,,,,
3820,刘福连,男,汉族,01/06/1953,安徽省,滁州市,来安县,本科,,在职,1,,,,,,,,,,,,,,,,
3821,许达哲,男,汉族,01/09/1956,湖南省,长沙市,浏阳市,硕士,01/01/1982,在职,,,,,,,,,,,,,,,,,
3822,许耀元,男,汉族,01/12/1952,江苏省,苏州市,吴江区,不详,01/10/1971,在职,1,,,,,,,,,,,,,,,,
3823,孙怀山,男,汉族,01/07/1952,江苏省,淮安市,涟水县,硕士,,在职,,,,,,,,,,,,,,,,,
3824,孙思敬,男,汉族,01/12/1951,山东省,青岛市,,硕士,01/01/1970,在职,1,,,,,,,,,,,,,,,,
3825,杜金才,男,汉族,01/01/1952,河北省,衡水市,景县,本科,01/03/1971,在职,1,,,,,,,,,,,,,,,,
3826,杜恒岩,男,汉族,01/07/1951,辽宁省,大连市,,本科,01/02/1970,在职,1,,,,,,,,,,,,,,,,
3827,李伟(1953),男,汉族,01/08/1953,江苏省,徐州市,丰县,专科,01/05/1973,在职,,,,,,,,,,,,,,,,,
3828,李东生,男,汉族,01/12/1955,山东省,潍坊市,诸城市,本科,01/03/1986,立案查处,,是,贪污腐败,,否,20/12/2013,中纪委,是,受贿罪,人民币2198万余元,14/10/2015,天津市,,,,,
3829,杨金山,男,汉族,01/08/1954,河南省,信阳市,息县,本科,01/05/1972,立案查处,1,是,违纪,,否,01/10/2014,中央军委纪委,,,,,,,,,,
3830,吴昌德,男,汉族,01/06/1952,江西省,赣州市,大余县,本科,,在职,1,,,,,,,,,,,,,,,,
3831,何毅亭,男,汉族,01/06/1952,陕西省,汉中市,,硕士,,在职,,,,,,,,,,,,,,,,,
3832,汪永清,男,汉族,01/09/1959,江西省,鹰潭市,贵溪市,博士,01/06/1985,在职,,,,,,,,,,,,,,,,,
3833,宋大涵,男,汉族,01/12/1952,吉林省,辽源市,东丰县,专科,01/10/1973,在职,,,,,,,,,,,,,,,,,
3834,张茅,男,汉族,01/02/1954,山东省,菏泽市,巨野县,博士,01/09/1973,在职,,,,,,,,,,,,,,,,,
3835,张志军,男,汉族,01/02/1953,江苏省,南通市,,本科,01/08/1971,在职,,,,,,,,,,,,,,,,,
3836,郑卫平,男,汉族,01/06/1955,山西省,运城市,万荣县,不详,,在职,1,,,,,,,,,,,,,,,,
3837,赵实,女,汉族,01/08/1953,吉林省,长春市,,硕士,01/06/1979,在职,,,,,,,,,,,,,,,,,
3838,赵宗岐,男,汉族,01/06/1955,黑龙江省,哈尔滨市,宾县,不详,,在职,1,,,,,,,,,,,,,,,,
3839,袁贵仁,男,汉族,01/11/1950,安徽省,蚌埠市,固镇县,硕士,01/02/1975,在职,,,,,,,,,,,,,,,,,
3840,高虎城,男,汉族,01/08/1951,山西省,朔州市,朔城区,博士,01/03/1987,在职,,,,,,,,,,,,,,,,,
3841,黄树贤,男,汉族,01/09/1954,江苏省,镇江市,扬中市,硕士,01/09/1977,在职,,,,,,,,,,,,,,,,,
3842,戚建国,男,汉族,01/08/1952,山东省,威海市,文登市,本科,,在职,1,,,,,,,,,,,,,,,,
3843,蔡名照,男,汉族,01/06/1955,山东省,日照市,,硕士,01/03/1974,在职,,,,,,,,,,,,,,,,,
3844,雒树刚,男,汉族,01/05/1955,河北省,邢台市,南宫市,硕士,01/09/1981,在职,,,,,,,,,,,,,,,,,
3845,魏亮,男,汉族,01/02/1953,江苏省,南京市,高淳区,不详,,在职,1,,,,,,,,,,,,,,,,
3846,王作安(1958),男,汉族,01/05/1958,江苏省,无锡市,宜兴市,本科,01/06/1985,在职,,,,,,,,,,,,,,,,,
3847,白春礼,男,满族,01/09/1953,辽宁省,鞍山市,岫岩满族自治县,博士后,01/07/1974,在职,,,,,,,,,,,,,,,,,
3848,白景富,男,汉族,01/07/1945,河北省,唐山市,丰润县,本科,01/04/1973,退休,,,,,,,,,,,,,,,,,
3849,曹建明,男,汉族,01/09/1955,江苏省,南通市,,硕士,01/12/1973,在职,,,,,,,,,,,,,,,,,
3850,陈福今,男,汉族,01/05/1941,云南省,红河哈尼族彝族自治州,石屏县,本科,01/07/1965,退休,,,,,,,,,,,,,,,,,
3851,陈佳洱,男,汉族,01/10/1934,上海市,,,本科,01/11/1965,退休,,,,,,,,,,,,,,,,,
3852,陈梅芳,女,汉族,01/12/1942,江西省,宜春市,丰城市,高中,01/04/1966,退休,,,,,,,,,,,,,,,,,
3853,陈耀邦,男,汉族,01/12/1935,广东省,广州市,番禹区,硕士,01/03/1982,退休,,,,,,,,,,,,,,,,,
3854,陈元,男,汉族,01/01/1945,上海市,,,硕士,01/12/1975,在职,,,,,,,,,,,,,,,,,
3855,陈云林,男,汉族,01/12/1941,辽宁省,锦州市,黑山县,本科,01/05/1966,退休,,,,,,,,,,,,,,,,,
3856,陈至立,男,汉族,01/10/1949,安徽省,六安市,,博士,01/05/1983,退休,,,,,,,,,,,,,,,,,
3857,戴秉国,男,土家族,01/03/1941,贵州省,铜仁市,印江土家族苗族自治县,本科,01/06/1973,退休,,,,,,,,,,,,,,,,,
3858,丹增,男,藏族,01/12/1946,西藏自治区,那曲地区,比如县,本科,01/11/1965,退休,,,,,,,,,,,,,,,,,
3859,邓朴方,男,汉族,01/04/1944,四川省,广安市,,本科,01/09/1965,退休,,,,,,,,,,,,,,,,,
3860,符桂花,女,黎族,01/12/1948,海南省,白沙黎族自治县,,专科,01/03/1969,退休,,,,,,,,,,,,,,,,,
3861,傅志寰,男,汉族,01/03/1938,辽宁省,鞍山市,海城市,本科,01/01/1966,退休,,,,,,,,,,,,,,,,,
3862,高昌礼,男,汉族,01/07/1937,山东省,济宁市,鱼台县,本科,01/03/1956,降/辞/撤职,,,,,否,,,,,,,,,,,,
3863,高祀仁,男,汉族,01/03/1944,山东省,青岛市,,硕士,01/09/1972,退休,,,,,,,,,,,,,,,,,
3864,顾秀莲,女,汉族,01/12/1936,江苏省,南通市,,硕士,01/09/1956,退休,,,,,,,,,,,,,,,,,
3865,桂世镛,男,汉族,01/02/1935,浙江省,湖州市,,本科,01/07/1956,退休,,,,,,,,,,,,,,,,,
3866,郭超人,男,汉族,01/10/1934,湖北省,黄冈市,武穴市,本科,01/03/1980,死亡,,,,,,,,,,,,,,,,,
3867,郭东坡,男,汉族,01/08/1937,江苏省,扬州市,江都区,本科,01/05/1960,退休,,,,,,,,,,,,,,,,,
3868,韩杼滨,男,汉族,01/02/1932,黑龙江省,哈尔滨市,,专科,01/04/1950,退休,,,,,,,,,,,,,,,,,
3869,郝建秀,女,汉族,01/11/1935,山东省,青岛市,,本科,01/05/1954,退休,,,,,,,,,,,,,,,,,
3870,何椿霖,男,汉族,01/08/1933,江苏省,无锡市,,本科,01/03/1951,退休,,,,,,,,,,,,,,,,,
3871,华国锋,男,汉族,01/02/1921,山西省,吕梁市,交城县,高中,01/10/1938,死亡,,,,,,,,,,,,,,,,,
3872,华建敏,男,汉族,01/01/1940,江苏省,无锡市,,硕士,01/05/1961,退休,,,,,,,,,,,,,,,,,
3873,黄洁夫,男,汉族,01/06/1946,江西省,吉安市,,博士后,,退休,,,,,,,,,,,,,,,,,
3874,黄启璪,女,汉族,23/11/1933,四川省,重庆市（直辖前）,巴县,本科,01/06/1952,死亡,,,,,,,,,,,,,,,,,
3875,黄晴宜,女,汉族,01/10/1944,江苏省,宿迁市,,本科,01/03/1966,退休,,,,,,,,,,,,,,,,,
3876,黄寅逵,男,汉族,01/08/1940,上海市,崇明县,,硕士,01/04/1977,退休,,,,,,,,,,,,,,,,,
3877,贾春旺,男,汉族,01/05/1938,北京市,,,本科,01/09/1962,退休,,,,,,,,,,,,,,,,,
3878,贾军,男,汉族,01/11/1936,黑龙江省,绥化市,青冈县,高中,01/07/1956,退休,,,,,,,,,,,,,,,,,
3879,姜恩柱,男,汉族,01/12/1938,江苏省,扬州市,高邮市,本科,01/06/1958,退休,,,,,,,,,,,,,,,,,
3880,姜建清,男,汉族,01/02/1953,上海市,,,博士,,在职,,,,,,,,,,,,,,,,,
3881,克尤木·巴吾东,男,维吾尔族,01/04/1939,新疆维吾尔自治区,巴音郭楞蒙古自治州,尉犁县,本科,01/05/1962,退休,,,,,,,,,,,,,,,,,
3882,李长江,男,汉族,01/10/1944,黑龙江省,哈尔滨市,双城县,本科,01/12/1965,降/辞/撤职,,否,责任事故,三鹿事件，2012年复出担任“扫黄打非”工作小组副组长,是,,,,,,,,,,,,
3883,李长印,男,汉族,01/09/1951,陕西省,西安市,,本科,01/07/1974,退休,,,,,,,,,,,,,,,,,
3884,李德洙,男,朝鲜族,01/11/1943,吉林省,延边朝鲜族自治州,汪清县,本科,01/04/1965,退休,,,,,,,,,,,,,,,,,
3885,李贵鲜,男,汉族,01/08/1937,辽宁省,营口市,盖州市,本科,01/07/1962,退休,,,,,,,,,,,,,,,,,
3886,李金华,男,汉族,01/07/1943,江苏省,南通市,如东县,硕士,01/06/1965,退休,,,,,,,,,,,,,,,,,
3887,李荣融,男,汉族,01/12/1944,江苏省,苏州市,,本科,01/12/1983,退休,,,,,,,,,,,,,,,,,
3888,李铁林,男,汉族,01/05/1943,湖南省,长沙市,,本科,01/12/1980,退休,,,,,,,,,,,,,,,,,
3889,李毅中,男,汉族,01/03/1945,山西省,大同市,,本科,01/07/1980,退休,,,,,,,,,,,,,,,,,
3890,李肇星,男,汉族,01/10/1940,山东省,青岛市,胶南市,本科,01/12/1965,退休,,,,,,,,,,,,,,,,,
3891,李至伦,男,汉族,01/03/1942,辽宁省,锦州市,,本科,01/01/1964,死亡,,,,,,,,,,,,,,,,,
3892,厉有为,男,汉族,01/01/1938,辽宁省,沈阳市,新民市,本科,01/10/1966,退休,,,,,,,,,,,,,,,,,
3893,梁国庆,男,汉族,01/10/1938,吉林省,长春市,九台区,本科,01/09/1972,退休,,,,,,,,,,,,,,,,,
3894,廖晖,男,汉族,01/05/1942,广东省,惠州市,惠阳区,本科,01/12/1965,退休,,,,,,,,,,,,,,,,,
3895,林丽韫,女,汉族,01/03/1933,台湾省,台中市,清水区,本科,01/06/1963,退休,,,,,,,,,,,,,,,,,
3896,林明月,女,汉族,01/12/1947,台湾省,桃园市,,硕士,01/06/1985,退休,,,,,,,,,,,,,,,,,
3897,林左鸣,男,汉族,01/05/1957,福建省,漳州市,诏安县,本科,01/06/1981,在职,,,,,,,,,,,,,,,,,
3898,刘海燕,男,汉族,01/11/1941,陕西省,榆林市,,硕士,01/05/1977,退休,,,,,,,,,,,,,,,,,
3899,刘华秋,男,汉族,01/11/1939,广东省,湛江市,吴川市,本科,01/06/1965,退休,,,,,,,,,,,,,,,,,
3900,刘纪原,男,汉族,01/08/1933,安徽省,巢湖市,,硕士,01/07/1952,退休,,,,,,,,,,,,,,,,,
3901,刘剑锋,男,汉族,01/06/1936,天津市,宁河县,,本科,01/05/1956,退休,,,,,,,,,,,,,,,,,
3902,刘江,男,汉族,01/04/1940,北京市,,,硕士,01/07/1978,退休,,,,,,,,,,,,,,,,,
3903,刘玠,男,汉族,01/11/1943,安徽省,六安市,舒城县,硕士,,退休,,,,,,,,,,,,,,,,,
3904,刘京,男,汉族,01/12/1944,山西省,阳泉市,盂县,本科,01/08/1965,退休,,,,,,,,,,,,,,,,,
3905,刘明康,男,汉族,01/08/1946,福建省,福州市,,硕士,01/02/1988,退休,,,,,,,,,,,,,,,,,
3906,刘石泉,男,汉族,01/01/1963,湖北省,黄石市,大治市,硕士,01/09/1985,在职,,,,,,,,,,,,,,,,,
3907,刘廷焕,男,汉族,01/11/1942,辽宁省,大连市,瓦房店市,本科,01/04/1973,退休,,,,,,,,,,,,,,,,,
3908,刘志军,男,汉族,01/01/1953,湖北省,鄂州市,,硕士,01/08/1973,立案查处,,是,贪污腐败,,否,12/02/2011,中纪委,是,受贿罪、滥用职权罪,人民币6460.54万元,09/06/2013,北京市,丰台区,死缓,否,,
3909,刘忠德,男,汉族,01/05/1933,吉林省,通化市,集安市,本科,01/11/1958,死亡,,,,,,,,,,,,,,,,,
3910,刘仲藜,男,汉族,01/10/1934,浙江省,宁波市,,专科,01/06/1954,退休,,,,,,,,,,,,,,,,,
3911,路甬祥,男,汉族,01/04/1942,浙江省,宁波市,慈溪市,博士,01/05/1974,退休,,,,,,,,,,,,,,,,,
3912,吕飞杰,男,汉族,01/11/1943,福建省,厦门市,,本科,01/08/1984,退休,,,,,,,,,,,,,,,,,
3913,吕福源,男,汉族,01/10/1945,黑龙江省,绥化市,,本科,01/09/1983,死亡,,,,,,,,,,,,,,,,,
3914,栾恩杰,男,汉族,01/11/1940,辽宁省,沈阳市,,硕士,01/05/1966,退休,,,,,,,,,,,,,,,,,
3915,马富才,男,汉族,01/10/1946,江苏省,常州市,溧阳市,本科,01/08/1975,降/辞/撤职,,否,责任事故,重庆井喷事件,是,,,,,,,,,,,,
3916,马之庚,男,汉族,01/05/1945,江苏省,泰州市,泰兴市,本科,01/09/1971,退休,,,,,,,,,,,,,,,,,
3917,闵维方,男,汉族,01/10/1950,黑龙江省,齐齐哈尔市,,博士后,01/06/1970,退休,,,,,,,,,,,,,,,,,
3918,牟新生,男,汉族,01/12/1942,陕西省,宝鸡市,扶风县,本科,01/09/1967,退休,,,,,,,,,,,,,,,,,
3919,倪润峰,男,汉族,01/01/1944,山东省,威海市,荣成县,本科,,退休,,,,,,,,,,,,,,,,,
3920,倪志福,男,汉族,01/05/1933,上海市,,,专科,01/10/1958,死亡,,,,,,,,,,,,,,,,,
3921,潘云鹤,男,汉族,01/11/1946,浙江省,杭州市,,硕士,01/03/1974,退休,,,,,,,,,,,,,,,,,
