编码,名称,归属大类,别名,名称,别名归属大类
6596,湘潭钢铁公司,地方企业,6596,湘潭钢铁公司,地方企业
6597,湘潭钢铁厂,地方企业,6597,湘潭钢铁厂,地方企业
6598,湘潭钢铁集团,地方企业,6598,湘潭钢铁集团,地方企业
6599,湛江市交通运输公司,地方企业,6599,湛江市交通运输公司,地方企业
8600,湛江市第一运输公司,地方企业,8600,湛江市第一运输公司,地方企业
8601,珠海市海岛开发贸易总公司,地方企业,8601,珠海市海岛开发贸易总公司,地方企业
8602,珠海市海岛拓展有限公司,地方企业,8602,珠海市海岛拓展有限公司,地方企业
8603,生产资料公司,地方企业,8603,生产资料公司,地方企业
8604,皖北煤电公司,地方企业,8604,皖北煤电公司,地方企业
8605,石台县农机厂,地方企业,8605,石台县农机厂,地方企业
8606,石油公司汕尾分公司,地方企业,8606,石油公司汕尾分公司,地方企业
8607,福州市橡胶厂,地方企业,8607,福州市橡胶厂,地方企业
8608,福建省工业设备安装公司,地方企业,8608,福建省工业设备安装公司,地方企业
8609,第一机器制造厂,地方企业,8609,第一机器制造厂,地方企业
8610,红旗农场,地方企业,8610,红旗农场,地方企业
8611,罗定县农机厂,地方企业,8611,罗定县农机厂,地方企业
8612,美菱股份有限公司,地方企业,8612,美菱股份有限公司,地方企业
8613,肇庆市矽钢片厂,地方企业,8613,肇庆市矽钢片厂,地方企业
8614,芜湖地区公路总站,地方企业,8614,芜湖地区公路总站,地方企业
8615,芜湖市安装公司,地方企业,8615,芜湖市安装公司,地方企业
8616,芜湖市棉麻公司,地方企业,8616,芜湖市棉麻公司,地方企业
8617,芜湖起重机运输机器厂,地方企业,8617,芜湖起重机运输机器厂,地方企业
8618,荆州钢厂,地方企业,8618,荆州钢厂,地方企业
8619,蚌埠市卷烟厂,地方企业,8619,蚌埠市卷烟厂,地方企业
8620,蚌埠市肉联厂,地方企业,8620,蚌埠市肉联厂,地方企业
8621,衡阳市工业公司,地方企业,8621,衡阳市工业公司,地方企业
8622,衡阳市有机合成化工厂,地方企业,8622,衡阳市有机合成化工厂,地方企业
8623,衡阳汽车修配厂,地方企业,8623,衡阳汽车修配厂,地方企业
8624,衡阳纺织机械厂,地方企业,8624,衡阳纺织机械厂,地方企业
8625,衡阳钢管厂,地方企业,8625,衡阳钢管厂,地方企业
8626,衡阳钢管集团,地方企业,8626,衡阳钢管集团,地方企业
8627,那曲地区医药公司,地方企业,8627,那曲地区医药公司,地方企业
8628,邵阳一场,地方企业,8628,邵阳一场,地方企业
8629,邵阳纺织厂,地方企业,8629,邵阳纺织厂,地方企业
8630,重庆汽车工业公司,地方企业,8630,重庆汽车工业公司,地方企业
8631,重庆火花塞厂,地方企业,8631,重庆火花塞厂,地方企业
8632,重庆铸造厂,地方企业,8632,重庆铸造厂,地方企业
8633,金岛实业开发总公司,地方企业,8633,金岛实业开发总公司,地方企业
8634,金星化工厂,地方企业,8634,金星化工厂,地方企业
8635,钱粮湖农场,地方企业,8635,钱粮湖农场,地方企业
8636,铁龙林场,地方企业,8636,铁龙林场,地方企业
8637,铜陵市电子公司,地方企业,8637,铜陵市电子公司,地方企业
8638,铜陵有色金属公司,地方企业,8638,铜陵有色金属公司,地方企业
8639,铺前煤矿,地方企业,8639,铺前煤矿,地方企业
8640,长岭炼油厂,地方企业,8640,长岭炼油厂,地方企业
8641,长沙市商业银行,地方企业,8641,长沙市商业银行,地方企业
8642,陆丰市畜牧果农场,地方企业,8642,陆丰市畜牧果农场,地方企业
8643,静安区烟糖公司,地方企业,8643,静安区烟糖公司,地方企业
8644,韶关挖掘机厂,地方企业,8644,韶关挖掘机厂,地方企业
8645,韶关钢铁厂,地方企业,8645,韶关钢铁厂,地方企业
8646,香港宜发实业公司,地方企业,8646,香港宜发实业公司,地方企业
8647,马鞍山市水泥厂,地方企业,8647,马鞍山市水泥厂,地方企业
7140,上海警备区,军队,7140,上海警备区,军队
7141,中国人民解放军87127部队,军队,7141,中国人民解放军87127部队,军队
7142,中国人民解放军警卫第一师,军队,7142,中国人民解放军警卫第一师,军队
7143,安徽省建设兵团,军队,7143,安徽省建设兵团,军队
7144,工程兵舟桥32旅,军队,7144,工程兵舟桥32旅,军队
7145,广州军区生产建设兵团,军队,7145,广州军区生产建设兵团,军队
7146,怀化军分区,军队,7146,怀化军分区,军队
7147,步兵124师,军队,7147,步兵124师,军队
7148,步兵127师,军队,7148,步兵127师,军队
7149,江西省军区,军队,7149,江西省军区,军队
7150,石家庄高级步兵学校,军队,7150,石家庄高级步兵学校,军队
7151,第12集团军,军队,7151,第12集团军,军队
7152,第一集团军,军队,7152,第一集团军,军队
7153,第三十一集团军,军队,7153,第三十一集团军,军队
7154,第十二集团军,军队,7154,第十二集团军,军队
7155,舟山警备区,军队,7155,舟山警备区,军队
7156,解放军0779部队,军队,7156,解放军0779部队,军队
7157,解放军35212部队,军队,7157,解放军35212部队,军队
7158,解放军55479部队,军队,7158,解放军55479部队,军队
7159,解放军6013部队,军队,7159,解放军6013部队,军队
7160,解放军6377部队,军队,7160,解放军6377部队,军队
7161,解放军75100部队,军队,7161,解放军75100部队,军队
7162,解放军75130部队,军队,7162,解放军75130部队,军队
7163,解放军75140部队,军队,7163,解放军75140部队,军队
7164,解放军75150部队,军队,7164,解放军75150部队,军队
7165,解放军75200部队（解放军第42军）,军队,7165,解放军75200部队（解放军第42军）,军队
7166,解放军97微波站,军队,7166,解放军97微波站,军队
7167,解放军第107团,军队,7167,解放军第107团,军队
7168,解放军第108团,军队,7168,解放军第108团,军队
7169,解放军第31集团军,军队,7169,解放军第31集团军,军队
7170,解放军第36师,军队,7170,解放军第36师,军队
7171,解放军第92团,军队,7171,解放军第92团,军队
7172,警备区,军队,7172,警备区,军队
7173,陆军43军,军队,7173,陆军43军,军队
7174,高炮72师,军队,7174,高炮72师,军队
7671,上海儿童医学中心,其他,7671,上海儿童医学中心,其他
7672,上海市经济研究中心,其他,7672,上海市经济研究中心,其他
7673,上海新华医院,其他,7673,上海新华医院,其他
7674,上海曙光医院,其他,7674,上海曙光医院,其他
7675,上海龙华医院,其他,7675,上海龙华医院,其他
7676,东方新闻网站,其他,7676,东方新闻网站,其他
7677,公明镇甘蔗场,其他,7677,公明镇甘蔗场,其他
7678,捷胜盐场,其他,7678,捷胜盐场,其他
7679,斯堪的那维亚?兰塞尔公司,其他,7679,斯堪的那维亚?兰塞尔公司,其他
7680,新集园艺场,其他,7680,新集园艺场,其他
7681,晶体管厂,其他,7681,晶体管厂,其他
7682,望江县农资公司,其他,7682,望江县农资公司,其他
7683,标准化与编码技术研究院,其他,7683,标准化与编码技术研究院,其他
7684,浙江医科大学附属一院,其他,7684,浙江医科大学附属一院,其他
7685,淮北煤炭基地会战指挥部,其他,7685,淮北煤炭基地会战指挥部,其他
7686,衡阳地区结核病医院,其他,7686,衡阳地区结核病医院,其他
7687,那曲地区医院,其他,7687,那曲地区医院,其他
7688,龙川县红太阳展览馆,其他,7688,龙川县红太阳展览馆,其他
4191,三墩乡,基层组织,4191,三墩乡,基层组织
4192,三封公社,基层组织,4192,三封公社,基层组织
4193,三角公社,基层组织,4193,三角公社,基层组织
4194,三里桥公社,基层组织,4194,三里桥公社,基层组织
4195,上杭公社,基层组织,4195,上杭公社,基层组织
4196,东里公社,基层组织,4196,东里公社,基层组织
4197,东风农场,基层组织,4197,东风农场,基层组织
4198,中区朝阳居委会,基层组织,4198,中区朝阳居委会,基层组织
4199,中区藤草工艺社,基层组织,4199,中区藤草工艺社,基层组织
4200,中派公社,基层组织,4200,中派公社,基层组织
4201,临江区委,基层组织,4201,临江区委,基层组织
4202,临溪区区委,基层组织,4202,临溪区区委,基层组织
4203,九仕坡大队,基层组织,4203,九仕坡大队,基层组织
4204,九垸公社,基层组织,4204,九垸公社,基层组织
4205,九都山公社,基层组织,4205,九都山公社,基层组织
4206,五里公社,基层组织,4206,五里公社,基层组织
4207,井口镇,基层组织,4207,井口镇,基层组织
4208,仁睦公社,基层组织,4208,仁睦公社,基层组织
4209,付村公社,基层组织,4209,付村公社,基层组织
4210,伦教公社,基层组织,4210,伦教公社,基层组织
4211,保城公社,基层组织,4211,保城公社,基层组织
4212,公田区,基层组织,4212,公田区,基层组织
4213,兵营公社,基层组织,4213,兵营公社,基层组织
4214,农垦五一农场,基层组织,4214,农垦五一农场,基层组织
4215,农垦红岭五七农场,基层组织,4215,农垦红岭五七农场,基层组织
4216,冯桥乡光明村,基层组织,4216,冯桥乡光明村,基层组织
4217,冷水井公社,基层组织,4217,冷水井公社,基层组织
4218,凉泉公社,基层组织,4218,凉泉公社,基层组织
4219,分界公社,基层组织,4219,分界公社,基层组织
4220,十九里人民公社,基层组织,4220,十九里人民公社,基层组织
4221,南塘公社,基层组织,4221,南塘公社,基层组织
4222,南山公社,基层组织,4222,南山公社,基层组织
4223,南极公社,基层组织,4223,南极公社,基层组织
4224,南滨区区委,基层组织,4224,南滨区区委,基层组织
4225,双榆树公社,基层组织,4225,双榆树公社,基层组织
4226,古镇公社,基层组织,4226,古镇公社,基层组织
4227,叶塘公社,基层组织,4227,叶塘公社,基层组织
4228,向阳公社,基层组织,4228,向阳公社,基层组织
4229,国营农场,基层组织,4229,国营农场,基层组织
4230,均安公社,基层组织,4230,均安公社,基层组织
4231,埝口公社,基层组织,4231,埝口公社,基层组织
4232,基本路线教育工作队,基层组织,4232,基本路线教育工作队,基层组织
4233,复兴公社,基层组织,4233,复兴公社,基层组织
4234,夏集公社,基层组织,4234,夏集公社,基层组织
4235,大岭公社,基层组织,4235,大岭公社,基层组织
4236,大崇公社,基层组织,4236,大崇公社,基层组织
4237,大席知青农场,基层组织,4237,大席知青农场,基层组织
4238,大成公社,基层组织,4238,大成公社,基层组织
4239,大砞乡,基层组织,4239,大砞乡,基层组织
4240,大顾店公社,基层组织,4240,大顾店公社,基层组织
4241,子母城公社,基层组织,4241,子母城公社,基层组织
4242,宋桥公社,基层组织,4242,宋桥公社,基层组织
4243,官徒公社,基层组织,4243,官徒公社,基层组织
4244,官渡乡,基层组织,4244,官渡乡,基层组织
4245,官渡公社、六里公社,基层组织,4245,官渡公社、六里公社,基层组织
4246,宝盖农场,基层组织,4246,宝盖农场,基层组织
4247,小市公社,基层组织,4247,小市公社,基层组织
4248,小观公社,基层组织,4248,小观公社,基层组织
4249,张家塞公社,基层组织,4249,张家塞公社,基层组织
4250,慢性病防治站门诊,基层组织,4250,慢性病防治站门诊,基层组织
4251,新店坪公社,基层组织,4251,新店坪公社,基层组织
4252,方石坪乡,基层组织,4252,方石坪乡,基层组织
4253,普丰公社,基层组织,4253,普丰公社,基层组织
4254,曲溪公社,基层组织,4254,曲溪公社,基层组织
4255,李家铺乡,基层组织,4255,李家铺乡,基层组织
4256,杏坛公社,基层组织,4256,杏坛公社,基层组织
4257,杨家巷人民公社,基层组织,4257,杨家巷人民公社,基层组织
4258,杨林公社,基层组织,4258,杨林公社,基层组织
4259,杨楼公社,基层组织,4259,杨楼公社,基层组织
4260,松溉乡,基层组织,4260,松溉乡,基层组织
4261,林头镇,基层组织,4261,林头镇,基层组织
4262,柘林公社,基层组织,4262,柘林公社,基层组织
4263,柳树公社,基层组织,4263,柳树公社,基层组织
4264,柴集区张寨队,基层组织,4264,柴集区张寨队,基层组织
4265,栏杆公社,基层组织,4265,栏杆公社,基层组织
4266,棠口公社,基层组织,4266,棠口公社,基层组织
4267,永昌镇,基层组织,4267,永昌镇,基层组织
4268,永红公社,基层组织,4268,永红公社,基层组织
4269,永茂公社,基层组织,4269,永茂公社,基层组织
4270,汉太公社,基层组织,4270,汉太公社,基层组织
4271,江尾区,基层组织,4271,江尾区,基层组织
4272,沔渡公社,基层组织,4272,沔渡公社,基层组织
4273,沙头区,基层组织,4273,沙头区,基层组织
4274,沙岗市公社,基层组织,4274,沙岗市公社,基层组织
4275,沙田公社,基层组织,4275,沙田公社,基层组织
4276,泮湖乡,基层组织,4276,泮湖乡,基层组织
4277,洲坪公社,基层组织,4277,洲坪公社,基层组织
4278,渔湖公社,基层组织,4278,渔湖公社,基层组织
4279,湘阴县,基层组织,4279,湘阴县,基层组织
4280,溧河公社,基层组织,4280,溧河公社,基层组织
4281,澧澹乡,基层组织,4281,澧澹乡,基层组织
4282,灵泉乡,基层组织,4282,灵泉乡,基层组织
4283,爽口公社,基层组织,4283,爽口公社,基层组织
4284,瓦町公社,基层组织,4284,瓦町公社,基层组织
4285,畅好公社,基层组织,4285,畅好公社,基层组织
4286,白华公社,基层组织,4286,白华公社,基层组织
4287,白果镇政府,基层组织,4287,白果镇政府,基层组织
4288,白衣公社,基层组织,4288,白衣公社,基层组织
4289,盘塘公社,基层组织,4289,盘塘公社,基层组织
4290,石正镇,基层组织,4290,石正镇,基层组织
4291,石牌大队,基层组织,4291,石牌大队,基层组织
4292,石鼓公社,基层组织,4292,石鼓公社,基层组织
4293,神泉公社,基层组织,4293,神泉公社,基层组织
4294,紫市公社,基层组织,4294,紫市公社,基层组织
4295,红星公社,基层组织,4295,红星公社,基层组织
4296,羊楼司公社,基层组织,4296,羊楼司公社,基层组织
4297,老梅公社,基层组织,4297,老梅公社,基层组织
4298,荆西公社,基层组织,4298,荆西公社,基层组织
4299,莲花公社,基层组织,4299,莲花公社,基层组织
4300,莲花山林场、公社宣传站,基层组织,4300,莲花山林场、公社宣传站,基层组织
4301,董马库公社,基层组织,4301,董马库公社,基层组织
4302,襄渝铁路,基层组织,4302,襄渝铁路,基层组织
4303,连洲公社,基层组织,4303,连洲公社,基层组织
4304,道河乡,基层组织,4304,道河乡,基层组织
4305,都吉台大队,基层组织,4305,都吉台大队,基层组织
4306,野寨公社,基层组织,4306,野寨公社,基层组织
4307,铜山信用社,基层组织,4307,铜山信用社,基层组织
4308,铜山公社,基层组织,4308,铜山公社,基层组织
4309,长安公社,基层组织,4309,长安公社,基层组织
4310,长领乡,基层组织,4310,长领乡,基层组织
4311,陈台子村,基层组织,4311,陈台子村,基层组织
4312,陈村公社,基层组织,4312,陈村公社,基层组织
4313,雅酋公社,基层组织,4313,雅酋公社,基层组织
4314,靖海公社西丰大队,基层组织,4314,靖海公社西丰大队,基层组织
4315,香乐乡峪道河公社,基层组织,4315,香乐乡峪道河公社,基层组织
4316,马踏公社,基层组织,4316,马踏公社,基层组织
4317,高佰公社,基层组织,4317,高佰公社,基层组织
4318,麻章公社,基层组织,4318,麻章公社,基层组织
4319,黄沙公社,基层组织,4319,黄沙公社,基层组织
4320,黄茅洲区区委,基层组织,4320,黄茅洲区区委,基层组织
7175,不详,军队,7175,不详,军队
4669,不详,共青团,4669,不详,共青团
1599,中共中央网络安全和信息化领导小组,党委,1599,中共中央网络安全和信息化领导小组,党委
1600,中关村科技园区管理委员会,党委,1600,中关村科技园区管理委员会,党委
1601,公共卫生工作委员会,党委,1601,公共卫生工作委员会,党委
1602,农业工作委员会,党委,1602,农业工作委员会,党委
1603,北京农产品中央批发市场管理委员会,党委,1603,北京农产品中央批发市场管理委员会,党委
1604,北京商务中心区管委会,党委,1604,北京商务中心区管委会,党委
1605,北京新技术产业开发实验区管委会,党委,1605,北京新技术产业开发实验区管委会,党委
1606,北京日报社,党委,1606,北京日报社,党委
1607,北京空港物流基地管委会,党委,1607,北京空港物流基地管委会,党委
1608,北京站地区管理处,党委,1608,北京站地区管理处,党委
1609,商贸工委,党委,1609,商贸工委,党委
1610,城关乡,党委,1610,城关乡,党委
1611,天安门地区管理委员会,党委,1611,天安门地区管理委员会,党委
1612,天竺综合保税区管委会,党委,1612,天竺综合保税区管委会,党委
1613,工业部（党委）,党委,1613,工业部（党委）,党委
1614,教育工作部,党委,1614,教育工作部,党委
1615,新技术产业开发实验区工作委员会,党委,1615,新技术产业开发实验区工作委员会,党委
1616,机关团委,党委,1616,机关团委,党委
1617,良乡地区工作委员会,党委,1617,良乡地区工作委员会,党委
1618,西客站地区管理委员会,党委,1618,西客站地区管理委员会,党委
3303,2008工程建设指挥部办公室,政府_国务院,3303,2008工程建设指挥部办公室,政府_国务院
3304,“五讲四美三热爱”活动委员会办公室,政府_国务院,3304,“五讲四美三热爱”活动委员会办公室,政府_国务院
3305,中华人民共和国中央人民政府门户网站建设协调领导小组,政府_国务院,3305,中华人民共和国中央人民政府门户网站建设协调领导小组,政府_国务院
3306,中国城市规划设计研究院,政府_国务院,3306,中国城市规划设计研究院,政府_国务院
3307,中国奥委会,政府_国务院,3307,中国奥委会,政府_国务院
3308,中国经济信息社,政府_国务院,3308,中国经济信息社,政府_国务院
3309,人才劳动力交流中心,政府_国务院,3309,人才劳动力交流中心,政府_国务院
3310,人民防空局,政府_国务院,3310,人民防空局,政府_国务院
3311,信访办,政府_国务院,3311,信访办,政府_国务院
3312,农业工作委员会,政府_国务院,3312,农业工作委员会,政府_国务院
3313,农林办,政府_国务院,3313,农林办,政府_国务院
3314,农林办公室,政府_国务院,3314,农林办公室,政府_国务院
3315,分析测试研究中心,政府_国务院,3315,分析测试研究中心,政府_国务院
3316,北京人民广播电台,政府_国务院,3316,北京人民广播电台,政府_国务院
3317,北京奥运会残奥会,政府_国务院,3317,北京奥运会残奥会,政府_国务院
3318,北京市城市建设综合开发办公室,政府_国务院,3318,北京市城市建设综合开发办公室,政府_国务院
3319,北京市奥组委,政府_国务院,3319,北京市奥组委,政府_国务院
3320,北京市援疆和田指挥部,政府_国务院,3320,北京市援疆和田指挥部,政府_国务院
3321,北京市机械工业局,政府_国务院,3321,北京市机械工业局,政府_国务院
3322,北京市王府井地区建设管理办公室,政府_国务院,3322,北京市王府井地区建设管理办公室,政府_国务院
3323,北京市规划委员会(首都规划建设委员会办公室),政府_国务院,3323,北京市规划委员会(首都规划建设委员会办公室),政府_国务院
3324,北京电视台,政府_国务院,3324,北京电视台,政府_国务院
3325,北部地区开发建设委员会,政府_国务院,3325,北部地区开发建设委员会,政府_国务院
3326,区商业委员会,政府_国务院,3326,区商业委员会,政府_国务院
3327,园林绿化局,政府_国务院,3327,园林绿化局,政府_国务院
3328,国务院发展研究中心,政府_国务院,3328,国务院发展研究中心,政府_国务院
3329,国家互联网信息办公室,政府_国务院,3329,国家互联网信息办公室,政府_国务院
3330,国家测绘地理信息局,政府_国务院,3330,国家测绘地理信息局,政府_国务院
3331,城乡规划委,政府_国务院,3331,城乡规划委,政府_国务院
3332,城关乡,政府_国务院,3332,城关乡,政府_国务院
3333,城市综合管理办公室,政府_国务院,3333,城市综合管理办公室,政府_国务院
3334,城市规划建设管理委员会,政府_国务院,3334,城市规划建设管理委员会,政府_国务院
3335,天西林业局,政府_国务院,3335,天西林业局,政府_国务院
3336,安全生产委员会办公室,政府_国务院,3336,安全生产委员会办公室,政府_国务院
3337,对口支援和经济合作工作领导小组,政府_国务院,3337,对口支援和经济合作工作领导小组,政府_国务院
3338,山区建设办公室,政府_国务院,3338,山区建设办公室,政府_国务院
3339,工业促进局,政府_国务院,3339,工业促进局,政府_国务院
3340,工业管理局,政府_国务院,3340,工业管理局,政府_国务院
3341,市政市容管理委员会,政府_国务院,3341,市政市容管理委员会,政府_国务院
3342,建设局,政府_国务院,3342,建设局,政府_国务院
3343,投资促进局,政府_国务院,3343,投资促进局,政府_国务院
3344,投资服务中心,政府_国务院,3344,投资服务中心,政府_国务院
3345,招商投资服务中心,政府_国务院,3345,招商投资服务中心,政府_国务院
3346,文卫办,政府_国务院,3346,文卫办,政府_国务院
3347,文明城市建设协调办公室,政府_国务院,3347,文明城市建设协调办公室,政府_国务院
3348,新疆维吾尔自治区水利水电设计院,政府_国务院,3348,新疆维吾尔自治区水利水电设计院,政府_国务院
3349,新闻信息中心,政府_国务院,3349,新闻信息中心,政府_国务院
3350,旅游事业管理处,政府_国务院,3350,旅游事业管理处,政府_国务院
3351,旅游发展委员会,政府_国务院,3351,旅游发展委员会,政府_国务院
3352,朝外街道工作委员会,政府_国务院,3352,朝外街道工作委员会,政府_国务院
3353,水务局,政府_国务院,3353,水务局,政府_国务院
3354,水资源局,政府_国务院,3354,水资源局,政府_国务院
3355,王府井地区建设管理办公室,政府_国务院,3355,王府井地区建设管理办公室,政府_国务院
3356,王府井地区开发建设办公室,政府_国务院,3356,王府井地区开发建设办公室,政府_国务院
3357,突发公共事件应急委员会办公室（市应急指挥中心）,政府_国务院,3357,突发公共事件应急委员会办公室（市应急指挥中心）,政府_国务院
3358,红其拉甫口岸管委会,政府_国务院,3358,红其拉甫口岸管委会,政府_国务院
3359,联社,政府_国务院,3359,联社,政府_国务院
3360,规划办,政府_国务院,3360,规划办,政府_国务院
3361,铁工局,政府_国务院,3361,铁工局,政府_国务院
3362,锦西市工作委员会,政府_国务院,3362,锦西市工作委员会,政府_国务院
3363,锦西市筹备工作领导小组,政府_国务院,3363,锦西市筹备工作领导小组,政府_国务院
3364,集中整治工作队,政府_国务院,3364,集中整治工作队,政府_国务院
3365,首都绿化办公室,政府_国务院,3365,首都绿化办公室,政府_国务院
3366,高教局,政府_国务院,3366,高教局,政府_国务院
4670,大学中专部,共青团,4670,大学中专部,共青团
4671,学生部,共青团,4671,学生部,共青团
4672,密云县冯家峪乡石洞子村团支部,共青团,4672,密云县冯家峪乡石洞子村团支部,共青团
4673,权益部,共青团,4673,权益部,共青团
4674,郊区部（共青团）,共青团,4674,郊区部（共青团）,共青团
5121,中国邮电工业总公司,中央企业,5121,中国邮电工业总公司,中央企业
5122,国家林业投资公司,中央企业,5122,国家林业投资公司,中央企业
5123,成都飞机工业公司,中央企业,5123,成都飞机工业公司,中央企业
5124,邮电部北京通信元件厂,中央企业,5124,邮电部北京通信元件厂,中央企业
5125,邮电部广州通信设备厂,中央企业,5125,邮电部广州通信设备厂,中央企业
6693,中华全国学生联合会,行业协会_人民团体,6693,中华全国学生联合会,行业协会_人民团体
6694,中国设备管理协会,行业协会_人民团体,6694,中国设备管理协会,行业协会_人民团体
6695,北京奥运城市发展促进会,行业协会_人民团体,6695,北京奥运城市发展促进会,行业协会_人民团体
6696,北京市学生联合会,行业协会_人民团体,6696,北京市学生联合会,行业协会_人民团体
6697,北京市志愿者协会,行业协会_人民团体,6697,北京市志愿者协会,行业协会_人民团体
8648,CBD开发公司,地方企业,8648,CBD开发公司,地方企业
8649,三坪农场,地方企业,8649,三坪农场,地方企业
8650,且末县煤矿,地方企业,8650,且末县煤矿,地方企业
8651,世界公园,地方企业,8651,世界公园,地方企业
8652,中国新建集团公司,地方企业,8652,中国新建集团公司,地方企业
8653,中国灌排技术开发公司,地方企业,8653,中国灌排技术开发公司,地方企业
8654,中苏塔什干国际保温瓶有限公司,地方企业,8654,中苏塔什干国际保温瓶有限公司,地方企业
8655,乌拉斯台农场,地方企业,8655,乌拉斯台农场,地方企业
8656,乌鲁木齐市供销公司,地方企业,8656,乌鲁木齐市供销公司,地方企业
8657,乌鲁木齐市铝制品厂,地方企业,8657,乌鲁木齐市铝制品厂,地方企业
8658,乌鲁木齐市陶瓷厂,地方企业,8658,乌鲁木齐市陶瓷厂,地方企业
8659,伊犁铝厂,地方企业,8659,伊犁铝厂,地方企业
8660,农工商公司,地方企业,8660,农工商公司,地方企业
8661,农工商总公司,地方企业,8661,农工商总公司,地方企业
8662,农工商联合总公司,地方企业,8662,农工商联合总公司,地方企业
8663,北京一轻集团有限责任公司,地方企业,8663,北京一轻集团有限责任公司,地方企业
8664,北京二轻有限责任公司,地方企业,8664,北京二轻有限责任公司,地方企业
8665,北京京仪控股有限责任公司,地方企业,8665,北京京仪控股有限责任公司,地方企业
8666,北京仪器仪表工业控股（集团）有限责任公司,地方企业,8666,北京仪器仪表工业控股（集团）有限责任公司,地方企业
8667,北京南郊牛奶公司,地方企业,8667,北京南郊牛奶公司,地方企业
8668,北京变压器厂,地方企业,8668,北京变压器厂,地方企业
8669,北京合成纤维实验厂,地方企业,8669,北京合成纤维实验厂,地方企业
8670,北京天竺空港工业开发总公司,地方企业,8670,北京天竺空港工业开发总公司,地方企业
8671,北京巴威公司,地方企业,8671,北京巴威公司,地方企业
8672,北京市二轻工业总公司,地方企业,8672,北京市二轻工业总公司,地方企业
8673,北京市二轻机械厂,地方企业,8673,北京市二轻机械厂,地方企业
8674,北京市公交总公司,地方企业,8674,北京市公交总公司,地方企业
8675,北京市劳动服务公司,地方企业,8675,北京市劳动服务公司,地方企业
8676,北京市化学工业总公司,地方企业,8676,北京市化学工业总公司,地方企业
8677,北京市园林局,地方企业,8677,北京市园林局,地方企业
8678,北京市塑料工业公司,地方企业,8678,北京市塑料工业公司,地方企业
8679,北京市宣武塑料厂,地方企业,8679,北京市宣武塑料厂,地方企业
8680,北京市对外贸易进出口公司,地方企业,8680,北京市对外贸易进出口公司,地方企业
8681,北京市新街口油厂,地方企业,8681,北京市新街口油厂,地方企业
8682,北京市氧气厂,地方企业,8682,北京市氧气厂,地方企业
8683,北京市油脂公司,地方企业,8683,北京市油脂公司,地方企业
8684,北京市粮油工业公司,地方企业,8684,北京市粮油工业公司,地方企业
8685,北京市西城区房屋修建工程公司,地方企业,8685,北京市西城区房屋修建工程公司,地方企业
8686,北京市首都公路发展集团有限公司,地方企业,8686,北京市首都公路发展集团有限公司,地方企业
8687,北京控股有限公司,地方企业,8687,北京控股有限公司,地方企业
8688,北京控股集团有限公司,地方企业,8688,北京控股集团有限公司,地方企业
8689,北京无线电厂,地方企业,8689,北京无线电厂,地方企业
8690,北京机电工业控股（集团）有限责任公司,地方企业,8690,北京机电工业控股（集团）有限责任公司,地方企业
8691,北京染料厂,地方企业,8691,北京染料厂,地方企业
8692,北京燕山石化公司,地方企业,8692,北京燕山石化公司,地方企业
8693,北京白菊电器集团公司,地方企业,8693,北京白菊电器集团公司,地方企业
8694,北京石化总厂,地方企业,8694,北京石化总厂,地方企业
8695,北京经济技术投资开发总公司,地方企业,8695,北京经济技术投资开发总公司,地方企业
8696,北京能源投资有限公司,地方企业,8696,北京能源投资有限公司,地方企业
8697,北京能源投资（集团）有限公司,地方企业,8697,北京能源投资（集团）有限公司,地方企业
8698,北京隆达轻工控股有限责任公司,地方企业,8698,北京隆达轻工控股有限责任公司,地方企业
8699,北京雪花电器集团公司,地方企业,8699,北京雪花电器集团公司,地方企业
8700,北京首都旅游集团有限责任公司,地方企业,8700,北京首都旅游集团有限责任公司,地方企业
8701,北方服务（集团）公司,地方企业,8701,北方服务（集团）公司,地方企业
8702,南川县氮肥厂,地方企业,8702,南川县氮肥厂,地方企业
8703,南法信乡总公司,地方企业,8703,南法信乡总公司,地方企业
8704,叶城县园艺场,地方企业,8704,叶城县园艺场,地方企业
8705,叶城县水泥厂,地方企业,8705,叶城县水泥厂,地方企业
8706,吐尔洪牧场,地方企业,8706,吐尔洪牧场,地方企业
8707,和田报社,地方企业,8707,和田报社,地方企业
8708,喀什地区供电所,地方企业,8708,喀什地区供电所,地方企业
8709,喀什地区化肥厂,地方企业,8709,喀什地区化肥厂,地方企业
8710,喀什地区种畜场,地方企业,8710,喀什地区种畜场,地方企业
8711,国营879厂,地方企业,8711,国营879厂,地方企业
8712,国际电气工程公司,地方企业,8712,国际电气工程公司,地方企业
8713,城建开发公司,地方企业,8713,城建开发公司,地方企业
8714,塔城县贸易公司,地方企业,8714,塔城县贸易公司,地方企业
8715,塔城县饮服公司,地方企业,8715,塔城县饮服公司,地方企业
8716,塔城地区电视台,地方企业,8716,塔城地区电视台,地方企业
8717,天山牧场,地方企业,8717,天山牧场,地方企业
8718,天桥投资开发公司,地方企业,8718,天桥投资开发公司,地方企业
8719,天津市油漆总厂,地方企业,8719,天津市油漆总厂,地方企业
8720,宁夏905厂,地方企业,8720,宁夏905厂,地方企业
8721,实创高科技发展总公司,地方企业,8721,实创高科技发展总公司,地方企业
8722,宣武联运包装厂,地方企业,8722,宣武联运包装厂,地方企业
8723,察布查尔林场,地方企业,8723,察布查尔林场,地方企业
